Book Title,Author,ISBN,Genre,Publication Year,Language,Stock,Price (NPR),Publisher,Reorder Point
Manas Haru,Maya Gurung,978-9937-142-57-9,Fiction,2024,Nepali,25,351.44,Himalayan Book Centre,8
Udaan Ko Yatra,Siddhicharan Shrestha,978-9937-275-92-7,Non-fiction,2022,Nepali,44,1778.67,Fine Print,14
Naya Aasha,Anil Thapa,978-9937-263-29-9,Fiction,2020,Nepali,31,910.3,Ekta Books,14
Sathi Ko Safar,Gopal Yonzon,978-9937-316-92-3,Fiction,2022,Newari,76,471.98,Fine Print,17
Yatra Ko Mukhya,Pratik Shrestha,978-9937-203-29-0,Children's books,2018,Hindi,28,1853.33,Pragya Publications,17
Sanjhi,Suman Pokhrel,978-9937-953-44-7,Academic,2022,Maithili,6,862.77,Mandala Book Point,17
Yatra Ko Chha,Gopal Yonzon,978-9937-522-53-9,Academic,2018,Nepali,8,1303.37,Mandala Book Point,9
Jatra Ko Rukh,Maya Sharma,978-9937-906-12-3,Fiction,2022,English,47,1756.53,Fine Print,6
Yatra Ki Manzil,Deepak Sharma,978-9937-367-74-1,Academic,2022,Maithili,71,515.65,Ratna Pustak Bhandar,12
Safar Ka Jatra,Deepak Sharma,978-9937-277-28-8,Fiction,2021,Newari,68,1303.33,Pragya Publications,19
Naya Jeevan,Rajan Mukarung,978-9937-552-10-4,Non-fiction,2022,Maithili,20,839.22,Educational Publishing House,12
Anubhav Ka Safar,Manoj Kumar Sitaula,978-9937-535-95-3,Academic,2024,English,9,1212.59,Himalayan Book Centre,7
Yatra Ko Yatra,Prema Shah,978-9937-913-44-0,Fiction,2023,Hindi,46,616.07,Mandala Book Point,12
Samaya Ka Safar,Madan Mani Dixit,978-9937-253-92-5,Non-fiction,2024,Maithili,9,1262.95,Nepalaya,11
Samman,Bhupi Sherchan,978-9937-266-56-0,Academic,2020,Hindi,12,1562.45,Nepalaya,17
Sathi Ko Aastha,Bhim Nidhi Tiwari,978-9937-966-28-5,Fiction,2023,Newari,69,1453.58,Ekta Books,11
Safar Ka Mantra,Parijat,978-9937-422-26-1,Academic,2024,Nepali,40,1137.05,Nepalaya,20
Chhito Sangharsha,Purnima Acharya,978-9937-349-90-3,Non-fiction,2020,Hindi,66,887.88,Fine Print,18
Naya Sangharsha,Bhim Nidhi Tiwari,978-9937-613-25-5,Academic,2020,Newari,1,1329.19,Ekta Books,6
Sathi Haru Ka Safar,Anil Thapa,978-9937-945-42-9,Fiction,2020,Newari,29,735.86,Bookhill,14
Yatra Ka Anubhav,Rupa Joshi,978-9937-221-39-0,Fiction,2019,English,51,701.22,Sajha Prakashan,13
Naya Mantra,Manoj Kumar,978-9937-306-16-0,Academic,2023,Nepali,88,1744.52,Himalayan Book Centre,5
Nepali Safar,Maya Sharma,978-9937-530-86-4,Fiction,2022,Nepali,51,1675.58,Ekta Books,16
Chhito Manzil,Rajan Mukarung,978-9937-292-36-2,Academic,2020,Nepali,56,1991.09,Nepalaya,7
Manas Ko Ghar,Abhijit Khatri,978-9937-488-15-9,Fiction,2019,English,87,784.17,Ratna Pustak Bhandar,17
Naya Udaan,Dharma Ratna Yami,978-9937-625-59-9,Children's books,2024,Newari,82,1087.76,Ratna Pustak Bhandar,8
Samaya Ko Pratiksha,Raju Kafle,978-9937-384-81-9,Children's books,2018,English,39,1118.38,Bookhill,11
Naya Chhaya,Sudeep Koirala,978-9937-797-13-5,Non-fiction,2021,Nepali,84,1016.72,Ratna Pustak Bhandar,18
Yatra Ki Aasha,Kedar Man Singh,978-9937-528-85-8,Fiction,2019,Maithili,46,1820.6,Mandala Book Point,10
Ek Manzil,Nisha Kharel,978-9937-142-57-4,Academic,2024,Hindi,50,524.39,Fine Print,12
Safar Ki Samaya,Narayan Wagle,978-9937-898-69-4,Fiction,2022,Newari,85,746.98,Bookhill,5
Naya Khushi,Maya Sharma,978-9937-559-55-6,Fiction,2021,Maithili,9,377.89,Mandala Book Point,14
Sathi Haru Ko Manchhe,Abhi Subedi,978-9937-112-75-9,Academic,2022,English,72,1339.98,Pragya Publications,16
Naya Saathi,Madhav Prasad Ghimire,978-9937-572-68-1,Fiction,2018,English,55,1350.05,Sajha Prakashan,19
Yatra Ki Anubhav,Samrat Upadhyay,978-9937-513-82-3,Non-fiction,2024,Hindi,47,1255.94,Pragya Publications,9
Nepali Mantra,Prema Shah,978-9937-725-85-7,Fiction,2020,English,7,1033.06,Educational Publishing House,8
